price,oracle_expected_demand,oracle_constrained_sales,oracle_expected_profit,oracle_optimal_price,oracle_optimal_profit,is_oracle_optimal
12.5,12.309603840401955,12.309603840401955,92.32202880301466,35,169.08874902119084,FALSE
12.75,12.105561638001781,12.105561638001781,93.8181026945138,35,169.08874902119084,FALSE
13,11.910648150365962,11.910648150365962,95.28518520292769,35,169.08874902119084,FALSE
13.25,11.724312804952804,11.724312804952804,96.72558064086064,35,169.08874902119084,FALSE
13.5,11.54604194027433,11.54604194027433,98.14135649233181,35,169.08874902119084,FALSE
13.75,11.375356243983969,11.375356243983969,99.53436713485974,35,169.08874902119084,FALSE
14,11.211808304253568,11.211808304253568,100.90627473828211,35,169.08874902119084,FALSE
14.25,11.054980284389714,11.054980284389714,102.25856763060486,35,169.08874902119084,FALSE
14.5,10.904481728540526,10.904481728540526,103.59257642113499,35,169.08874902119084,FALSE
14.75,10.759947503846346,10.759947503846346,104.90948816250187,35,169.08874902119084,FALSE
15,10.62103588176793,10.62103588176793,106.2103588176793,35,169.08874902119084,FALSE
15.25,10.48742675879209,10.48742675879209,107.49612427761892,35,169.08874902119084,FALSE
15.5,10.358820014411405,10.358820014411405,108.76761015131976,35,169.08874902119084,FALSE
15.75,10.234934002294406,10.234934002294406,110.02554052466486,35,169.08874902119084,FALSE
16,10.115504168951455,10.115504168951455,111.27054585846601,35,169.08874902119084,FALSE
16.25,10.000281792972345,10.000281792972345,112.50317017093889,35,169.08874902119084,FALSE
16.5,9.889032837050477,9.889032837050477,113.7238776260805,35,169.08874902119084,FALSE
16.75,9.781536904484662,9.781536904484662,114.93305862769478,35,169.08874902119084,FALSE
17,9.677586291620777,9.677586291620777,116.13103549944933,35,169.08874902119084,FALSE
17.25,9.576985127714359,9.576985127714359,117.31806781450089,35,169.08874902119084,FALSE
17.5,9.479548593913043,9.479548593913043,118.49435742391303,35,169.08874902119084,FALSE
17.75,9.385102213427853,9.385102213427853,119.66005322120513,35,169.08874902119084,FALSE
18,9.29348120544098,9.29348120544098,120.81525567073274,35,169.08874902119084,FALSE
18.25,9.204529895848657,9.204529895848657,121.96002111999469,35,169.08874902119084,FALSE
18.5,9.118101178526983,9.118101178526983,123.09436591011426,35,169.08874902119084,FALSE
18.75,9.034056021411635,9.034056021411635,124.21827029440998,35,169.08874902119084,FALSE
19,8.952263012277577,8.952263012277577,125.33168217188607,35,169.08874902119084,FALSE
19.25,8.872597939677409,8.872597939677409,126.43452064040308,35,169.08874902119084,FALSE
19.5,8.794943405035294,8.794943405035294,127.52667937301176,35,169.08874902119084,FALSE
19.75,8.719188462390784,8.719188462390784,128.60802982026408,35,169.08874902119084,FALSE
20,8.645228282739417,8.645228282739417,129.67842424109125,35,169.08874902119084,FALSE
20.25,8.572963840322489,8.572963840322489,130.73769856491796,35,169.08874902119084,FALSE
20.5,8.50230161857822,8.50230161857822,131.78567508796243,35,169.08874902119084,FALSE
20.75,8.43315333378221,8.43315333378221,132.8221650070698,35,169.08874902119084,FALSE
21,8.365435674678498,8.365435674678498,133.84697079485596,35,169.08874902119084,FALSE
21.25,8.299070056639156,8.299070056639156,134.85988842038628,35,169.08874902119084,FALSE
21.5,8.233982389091363,8.233982389091363,135.86070942000748,35,169.08874902119084,FALSE
21.75,8.170102855122412,8.170102855122412,136.8492228233004,35,169.08874902119084,FALSE
22,8.107365702317232,8.107365702317232,137.82521693939293,35,169.08874902119084,FALSE
22.25,8.045709044004536,8.045709044004536,138.78848100907823,35,169.08874902119084,FALSE
22.5,7.985074670188867,7.985074670188867,139.73880672830518,35,169.08874902119084,FALSE
22.75,7.925407867530909,7.925407867530909,140.67598964867364,35,169.08874902119084,FALSE
23,7.866657247808622,7.866657247808622,141.59983046055518,35,169.08874902119084,FALSE
23.25,7.80877458435125,7.80877458435125,142.5101361644103,35,169.08874902119084,FALSE
23.5,7.75171465598712,7.75171465598712,143.40672113576173,35,169.08874902119084,FALSE
23.75,7.69543509808805,7.69543509808805,144.28940808915095,35,169.08874902119084,FALSE
24,7.639896260328005,7.639896260328005,145.1580289462321,35,169.08874902119084,FALSE
24.25,7.5850610708039135,7.5850610708039135,146.01242561297533,35,169.08874902119084,FALSE
24.5,7.530894906192252,7.530894906192252,146.8524506707489,35,169.08874902119084,FALSE
24.75,7.477365467637736,7.477365467637736,147.6779679858453,35,169.08874902119084,FALSE
25,7.424442662090485,7.424442662090485,148.4888532418097,35,169.08874902119084,FALSE
25.25,7.372098488825936,7.372098488825936,149.28499439872522,35,169.08874902119084,FALSE
25.5,7.320306930898031,7.320306930898031,150.06629208340965,35,169.08874902119084,FALSE
25.75,7.269043851291336,7.269043851291336,150.83265991429522,35,169.08874902119084,FALSE
26,7.218286893551335,7.218286893551335,151.58402476457803,35,169.08874902119084,FALSE
26.25,7.168015386685327,7.168015386685327,152.3203269670632,35,169.08874902119084,FALSE
26.5,7.118210254138322,7.118210254138322,153.04152046397394,35,169.08874902119084,FALSE
26.75,7.068853926660008,7.068853926660008,153.7475729048552,35,169.08874902119084,FALSE
27,7.019930258889408,7.019930258889408,154.43846569556698,35,169.08874902119084,FALSE
27.25,6.971424449494489,6.971424449494489,155.11419400125237,35,169.08874902119084,FALSE
27.5,6.923322964713338,6.923322964713338,155.77476670605012,35,169.08874902119084,FALSE
27.75,6.87561346515301,6.87561346515301,156.42020633223098,35,169.08874902119084,FALSE
28,6.828284735710599,6.828284735710599,157.0505489213438,35,169.08874902119084,FALSE
28.25,6.781326618489403,6.781326618489403,157.66584387987862,35,169.08874902119084,FALSE
28.5,6.7347299485906476,6.7347299485906476,158.2661537918802,35,169.08874902119084,FALSE
28.75,6.6884864926683685,6.6884864926683685,158.85155420087375,35,169.08874902119084,FALSE
29,6.6425888901417816,6.6425888901417816,159.42213336340276,35,169.08874902119084,FALSE
29.25,6.597030596965637,6.597030596965637,159.9779919764167,35,169.08874902119084,FALSE
29.5,6.551805831864824,6.551805831864824,160.51924288068818,35,169.08874902119084,FALSE
29.75,6.506909524944615,6.506909524944615,161.04601074237922,35,169.08874902119084,FALSE
30,6.462337268592949,6.462337268592949,161.55843171482374,35,169.08874902119084,FALSE
30.25,6.418085270595457,6.418085270595457,162.0566530825353,35,169.08874902119084,FALSE
30.5,6.374150309387896,6.374150309387896,162.54083288939134,35,169.08874902119084,FALSE
30.75,6.330529691374393,6.330529691374393,163.01113955289063,35,169.08874902119084,FALSE
31,6.2872212102429765,6.2872212102429765,163.4677514663174,35,169.08874902119084,FALSE
31.25,6.244223108212952,6.244223108212952,163.91085659059,35,169.08874902119084,FALSE
31.5,6.201534039151241,6.201534039151241,164.34065203750788,35,169.08874902119084,FALSE
31.75,6.159153033496971,6.159153033496971,164.75734364604398,35,169.08874902119084,FALSE
32,6.117079464935911,6.117079464935911,165.1611455532696,35,169.08874902119084,FALSE
32.25,6.075313018767897,6.075313018767897,165.55227976142518,35,169.08874902119084,FALSE
32.5,6.033853661912215,6.033853661912215,165.93097570258593,35,169.08874902119084,FALSE
32.75,5.992701614497106,5.992701614497106,166.2974698022947,35,169.08874902119084,FALSE
33,5.951857322981034,5.951857322981034,166.65200504346896,35,169.08874902119084,FALSE
33.25,5.911321434754213,5.911321434754213,166.9948305318065,35,169.08874902119084,FALSE
33.5,5.871094774170104,5.871094774170104,167.32620106384798,35,169.08874902119084,FALSE
33.75,5.831178319957251,5.831178319957251,167.64637669877098,35,169.08874902119084,FALSE
34,5.791573183962874,5.791573183962874,167.95562233492333,35,169.08874902119084,FALSE
34.25,5.752280591180093,5.752280591180093,168.25420729201772,35,169.08874902119084,FALSE
34.5,5.713301861011556,5.713301861011556,168.5424048998409,35,169.08874902119084,FALSE
34.75,5.674638389722859,5.674638389722859,168.82049209425506,35,169.08874902119084,FALSE
35,5.6362916340396945,5.6362916340396945,169.08874902119084,35,169.08874902119084,TRUE
