customer_id,offer_id,offered_price,promotion_active,purchase
71,1,6.11,FALSE,0
72,1,9.69,FALSE,0
73,1,5,FALSE,1
74,1,19.36,FALSE,1
75,1,24.3,FALSE,0
76,1,12.93,TRUE,0
77,1,13.38,TRUE,1
78,1,13.58,FALSE,0
79,1,7.21,FALSE,0
80,1,28.21,TRUE,0
1,2,22.71,FALSE,0
2,2,4.28,TRUE,1
3,2,15.34,FALSE,0
4,2,5.29,TRUE,1
5,2,19.38,FALSE,0
6,2,10.62,FALSE,0
7,2,27.22,FALSE,1
8,2,24.05,FALSE,0
9,2,19.58,TRUE,1
10,2,3.6,FALSE,1
11,2,4.83,FALSE,1
12,2,27.2,TRUE,0
13,2,15.06,FALSE,0
14,2,5.29,TRUE,1
15,2,5.39,FALSE,0
16,2,28.82,TRUE,0
17,2,23.2,FALSE,0
18,2,25.12,FALSE,0
19,2,23.43,FALSE,0
20,2,4.63,FALSE,0
21,2,12.66,FALSE,0
22,2,9.93,TRUE,0
23,2,3.38,TRUE,1
24,2,26.23,TRUE,0
25,2,28.79,FALSE,0
26,2,15.78,FALSE,0
27,2,8.77,FALSE,0
28,2,25.69,FALSE,0
29,2,10.64,FALSE,0
30,2,2.04,TRUE,1
31,2,13.69,FALSE,0
32,2,29,FALSE,0
33,2,3.36,FALSE,0
34,2,29.54,TRUE,0
35,2,22.14,FALSE,0
36,2,20.46,FALSE,0
37,2,20,FALSE,0
38,2,29.88,FALSE,0
39,2,13.08,FALSE,1
40,2,28.8,FALSE,1
41,2,15.14,FALSE,0
42,2,19.03,FALSE,0
43,2,6.05,FALSE,0
44,2,6.35,TRUE,1
45,2,3.89,FALSE,0
46,2,3.16,TRUE,1
47,2,26.6,FALSE,0
48,2,21.53,FALSE,0
49,2,6.7,FALSE,0
50,2,26.13,FALSE,0
51,2,10.86,FALSE,0
52,2,20.71,TRUE,0
53,2,25.32,TRUE,0
54,2,10.6,TRUE,0
55,2,7.03,FALSE,0
56,2,19.83,FALSE,0
57,2,24.04,FALSE,0
58,2,10.76,FALSE,0
59,2,28.82,TRUE,0
60,2,9.33,FALSE,1
61,2,20.58,FALSE,0
62,2,26.27,TRUE,0
63,2,10.31,FALSE,0
64,2,21.23,FALSE,0
65,2,28.22,TRUE,0
66,2,9.1,FALSE,0
67,2,17.52,TRUE,0
68,2,8.43,FALSE,0
69,2,24.26,TRUE,0
70,2,20.13,FALSE,0
71,2,21.54,FALSE,0
72,2,20.02,TRUE,0
73,2,27.1,TRUE,1
74,2,29.18,FALSE,0
75,2,12.13,FALSE,0
76,2,22.6,FALSE,0
77,2,22.88,FALSE,0
78,2,29.04,TRUE,0
79,2,26.22,TRUE,0
80,2,11.92,FALSE,1
1,3,24.28,FALSE,0
2,3,4.77,FALSE,1
3,3,17.78,FALSE,0
4,3,24.75,TRUE,0
5,3,25.34,FALSE,0
6,3,20.02,FALSE,0
7,3,8.13,FALSE,1
8,3,17.45,FALSE,0
9,3,30.55,FALSE,0
10,3,4.35,FALSE,0
11,3,19.88,FALSE,0
12,3,7.09,TRUE,0
13,3,10.8,FALSE,0
14,3,18.24,FALSE,0
15,3,21.64,TRUE,0
16,3,20.77,TRUE,0
17,3,27.17,FALSE,0
18,3,10.4,FALSE,0
19,3,11.48,FALSE,1
20,3,18.98,TRUE,0
21,3,16.62,FALSE,0
22,3,25.32,FALSE,0
23,3,16.22,TRUE,1
24,3,8.74,FALSE,0
25,3,21.04,FALSE,0
26,3,13.1,TRUE,0
27,3,19.01,FALSE,0
28,3,25.26,TRUE,0
29,3,6.21,FALSE,0
30,3,28.54,FALSE,0
31,3,16.56,FALSE,0
32,3,7.99,FALSE,0
33,3,20.4,FALSE,0
34,3,24.75,TRUE,0
35,3,28.23,FALSE,0
36,3,6.22,FALSE,0
37,3,7.71,FALSE,0
38,3,2.52,FALSE,1
39,3,27.69,FALSE,0
40,3,26.58,FALSE,0
41,3,6.52,FALSE,1
42,3,27.29,TRUE,1
43,3,16.27,TRUE,0
44,3,26.62,FALSE,0
45,3,28.58,FALSE,1
46,3,10.12,FALSE,0
47,3,17.21,FALSE,0
48,3,10.18,FALSE,0
49,3,11.62,FALSE,0
50,3,30.02,FALSE,0
51,3,23.43,FALSE,0
52,3,24.75,FALSE,0
53,3,28.28,FALSE,0
54,3,21.44,FALSE,0
55,3,28.97,TRUE,0
56,3,16.27,TRUE,0
57,3,12.91,FALSE,0
58,3,10.49,FALSE,0
59,3,10.32,FALSE,0
60,3,16.43,FALSE,1
61,3,23.93,FALSE,0
62,3,6.58,FALSE,0
63,3,18.39,FALSE,0
64,3,12.33,FALSE,0
65,3,27.12,FALSE,0
66,3,4.03,FALSE,0
67,3,17.12,FALSE,0
68,3,23.87,FALSE,0
69,3,28.33,FALSE,0
70,3,13.5,TRUE,0
71,3,5.78,FALSE,0
72,3,27.78,FALSE,0
73,3,9.3,FALSE,1
74,3,22.83,FALSE,0
75,3,17.06,FALSE,0
76,3,22.44,FALSE,0
77,3,11.84,FALSE,0
78,3,5.18,FALSE,0
79,3,25.25,FALSE,0
80,3,5.45,FALSE,0
1,4,25.35,FALSE,0
2,4,20.91,FALSE,0
3,4,25.33,FALSE,0
4,4,13.4,FALSE,0
5,4,24.81,TRUE,0
6,4,9.18,TRUE,0
7,4,24.08,FALSE,1
8,4,23.66,TRUE,0
9,4,4.41,FALSE,1
10,4,12.32,FALSE,0
11,4,8.54,TRUE,0
12,4,25.85,FALSE,0
13,4,14.83,FALSE,0
14,4,17.13,FALSE,0
15,4,14.36,TRUE,0
16,4,19.5,TRUE,0
17,4,12.63,FALSE,0
18,4,3.72,TRUE,0
19,4,13.79,TRUE,0
20,4,29.76,FALSE,0
21,4,27.33,FALSE,0
22,4,28.06,FALSE,0
23,4,18.28,TRUE,0
24,4,27.77,FALSE,0
25,4,7.75,FALSE,0
26,4,23.08,TRUE,0
27,4,24.8,FALSE,0
28,4,5.26,FALSE,0
29,4,21.65,FALSE,0
30,4,23.93,FALSE,0
31,4,18.73,TRUE,0
32,4,8.75,TRUE,0
33,4,20.87,FALSE,0
34,4,22.6,FALSE,0
35,4,12.92,FALSE,0
36,4,3.98,FALSE,0
37,4,2.73,FALSE,0
38,4,13.7,FALSE,0
39,4,29.87,FALSE,0
40,4,19.12,FALSE,0
41,4,25.29,FALSE,0
42,4,28.32,TRUE,0
43,4,2.84,TRUE,0
44,4,15.2,FALSE,0
45,4,6.95,FALSE,0
46,4,14.22,TRUE,0
47,4,23,TRUE,0
48,4,6.71,FALSE,0
49,4,9.28,FALSE,0
50,4,24.83,FALSE,0
51,4,8.53,FALSE,0
52,4,13.16,TRUE,0
53,4,20.99,FALSE,0
54,4,26.05,TRUE,0
55,4,24.19,FALSE,0
56,4,19.86,FALSE,0
57,4,23.34,FALSE,0
58,4,27.7,TRUE,0
59,4,18.45,TRUE,0
60,4,9.38,FALSE,0
61,4,27.17,FALSE,0
62,4,19.81,FALSE,0
63,4,25.77,FALSE,0
64,4,7.29,FALSE,0
65,4,27.01,TRUE,0
66,4,5.22,TRUE,0
67,4,29.23,FALSE,0
68,4,21.12,TRUE,0
69,4,17.05,FALSE,0
70,4,22.66,FALSE,0
71,4,5.23,FALSE,0
72,4,6.17,TRUE,0
73,4,24.78,FALSE,0
74,4,4.44,FALSE,0
75,4,12.77,TRUE,0
76,4,11.72,FALSE,0
77,4,27.51,TRUE,0
78,4,16.66,FALSE,0
79,4,29.92,TRUE,0
80,4,4.05,FALSE,0
1,5,23.19,FALSE,0
2,5,19.55,FALSE,0
3,5,22.11,TRUE,0
4,5,5.56,FALSE,0
5,5,27.93,FALSE,0
6,5,3.58,TRUE,0
7,5,24.26,FALSE,0
8,5,10.84,FALSE,0
9,5,11.32,FALSE,0
10,5,20.4,FALSE,0
11,5,14.24,TRUE,0
12,5,29.29,FALSE,0
13,5,22.51,FALSE,0
14,5,10.31,TRUE,0
15,5,12.13,FALSE,0
16,5,19.76,TRUE,0
17,5,22.6,FALSE,0
18,5,10.99,FALSE,0
19,5,18.06,TRUE,0
20,5,10.37,FALSE,0
21,5,4.91,TRUE,0
22,5,6.54,TRUE,0
23,5,14.34,TRUE,0
24,5,17.67,FALSE,0
25,5,5.22,FALSE,0
26,5,15.41,FALSE,0
27,5,25.31,FALSE,0
28,5,8.47,FALSE,0
29,5,11.54,TRUE,0
30,5,4.78,FALSE,0
31,5,11.85,FALSE,0
32,5,29.49,FALSE,0
33,5,9.43,FALSE,0
34,5,15.95,FALSE,0
35,5,22.59,FALSE,0
36,5,28.11,FALSE,0
37,5,9.45,FALSE,0
38,5,13.39,TRUE,0
39,5,5.59,TRUE,0
40,5,13.47,FALSE,0
41,5,28.94,FALSE,0
42,5,12.97,FALSE,0
43,5,2.62,TRUE,0
44,5,6.98,FALSE,0
45,5,12.6,FALSE,0
46,5,18.27,FALSE,0
47,5,6.64,FALSE,0
48,5,6.64,FALSE,0
49,5,5.13,FALSE,0
50,5,27.19,FALSE,0
51,5,27.65,FALSE,0
52,5,19.69,TRUE,0
53,5,7.05,TRUE,0
54,5,27.75,TRUE,0
55,5,16.77,FALSE,0
56,5,15.09,TRUE,0
57,5,28.24,FALSE,0
58,5,27.18,FALSE,0
59,5,5.13,FALSE,0
60,5,10.36,FALSE,0
61,5,27.8,TRUE,0
62,5,4.85,FALSE,0
63,5,4.96,TRUE,0
64,5,26.16,TRUE,0
65,5,3.09,FALSE,0
66,5,29.76,TRUE,0
67,5,13.59,FALSE,0
68,5,20.09,TRUE,0
69,5,29.87,TRUE,0
70,5,12.57,FALSE,0
71,5,5.5,FALSE,0
72,5,5.98,FALSE,0
73,5,14.82,FALSE,0
74,5,8.11,FALSE,0
75,5,20.14,TRUE,0
76,5,4.83,TRUE,0
77,5,29.58,FALSE,0
78,5,6.25,FALSE,0
79,5,9.47,FALSE,0
80,5,11.75,TRUE,0
1,6,27.41,FALSE,0
2,6,16.77,FALSE,0
3,6,7.58,FALSE,0
4,6,7.41,TRUE,0
5,6,26.92,FALSE,0
6,6,3,TRUE,0
7,6,18.29,TRUE,0
8,6,5.79,TRUE,0
9,6,14.5,FALSE,0
10,6,5.33,FALSE,0
11,6,18.44,FALSE,0
12,6,17.93,FALSE,0
13,6,4.06,TRUE,0
14,6,23.65,FALSE,0
15,6,15.96,FALSE,0
16,6,16.77,TRUE,0
17,6,11.53,TRUE,0
18,6,23.29,FALSE,0
19,6,2.57,FALSE,0
20,6,16.41,TRUE,0
21,6,23.7,FALSE,0
22,6,18.83,FALSE,0
23,6,4.6,TRUE,0
24,6,26.73,FALSE,0
25,6,13.25,FALSE,0
26,6,5.99,FALSE,0
27,6,13.96,TRUE,0
28,6,16.08,FALSE,0
29,6,5.78,TRUE,0
30,6,29.2,FALSE,0
31,6,11.46,FALSE,0
32,6,2.72,FALSE,0
33,6,17.18,TRUE,0
34,6,25.31,FALSE,0
35,6,14.16,TRUE,0
36,6,28.85,FALSE,0
37,6,27.66,FALSE,0
38,6,6.74,FALSE,0
39,6,7.37,FALSE,0
40,6,13.13,FALSE,0
41,6,6.25,TRUE,0
42,6,13.98,FALSE,0
43,6,7.23,TRUE,0
44,6,27,FALSE,0
45,6,5.93,FALSE,0
46,6,8.65,TRUE,0
47,6,28.53,TRUE,0
48,6,20.66,FALSE,0
49,6,4.18,TRUE,0
50,6,23.64,FALSE,0
51,6,7.78,FALSE,0
52,6,15.95,FALSE,0
53,6,28.97,FALSE,0
54,6,6.37,FALSE,0
55,6,11.18,FALSE,0
56,6,24.83,FALSE,0
57,6,13.94,TRUE,0
58,6,29.12,FALSE,0
59,6,7.69,FALSE,0
60,6,23.61,FALSE,0
61,6,13.82,TRUE,0
62,6,29.39,TRUE,0
63,6,12.62,TRUE,0
64,6,14.13,FALSE,0
65,6,26.84,FALSE,0
66,6,16.43,FALSE,0
67,6,20.72,TRUE,0
68,6,9.63,TRUE,0
69,6,14.92,FALSE,0
70,6,27.73,FALSE,0
71,6,29.85,TRUE,0
72,6,6.89,FALSE,0
73,6,13.3,FALSE,0
74,6,6.13,FALSE,0
75,6,8.96,FALSE,0
76,6,23.17,FALSE,0
77,6,13.44,FALSE,0
78,6,22.24,FALSE,0
79,6,10.1,FALSE,0
80,6,12.93,FALSE,0
1,7,27.02,FALSE,0
2,7,13.69,TRUE,0
3,7,6.62,TRUE,0
4,7,8.59,FALSE,0
5,7,10.38,FALSE,0
6,7,6.49,TRUE,0
7,7,15.38,FALSE,0
8,7,10.67,TRUE,0
9,7,7.16,FALSE,0
10,7,23.02,FALSE,0
11,7,10.15,TRUE,0
12,7,5.93,FALSE,0
13,7,19.02,FALSE,0
14,7,2.41,FALSE,0
15,7,9.53,TRUE,0
16,7,21.23,FALSE,0
17,7,25.3,FALSE,0
18,7,9.09,FALSE,0
19,7,6.23,TRUE,0
20,7,14.92,FALSE,0
21,7,24.95,FALSE,0
22,7,13.17,FALSE,0
23,7,24.53,FALSE,0
24,7,18.61,TRUE,0
25,7,23.86,FALSE,0
26,7,23.4,TRUE,0
27,7,21.07,TRUE,0
28,7,5.13,FALSE,0
29,7,23.23,FALSE,0
30,7,2.92,FALSE,0
31,7,17.76,TRUE,0
32,7,27.68,FALSE,0
33,7,5.2,TRUE,0
34,7,16.87,FALSE,0
35,7,9.63,TRUE,0
36,7,12.82,TRUE,0
37,7,25.21,TRUE,0
38,7,22.02,FALSE,0
39,7,4.91,TRUE,0
40,7,2.66,TRUE,0
41,7,27.04,FALSE,0
42,7,27.33,TRUE,0
43,7,23.5,FALSE,0
44,7,24.51,TRUE,0
45,7,24.43,FALSE,0
46,7,16.53,FALSE,0
47,7,5.06,FALSE,0
48,7,6.68,FALSE,0
49,7,14.03,FALSE,0
50,7,24.07,TRUE,0
51,7,18.5,FALSE,0
52,7,15.73,FALSE,0
53,7,26.24,TRUE,0
54,7,29.74,FALSE,0
55,7,2.39,FALSE,0
56,7,11.73,FALSE,0
57,7,9.87,FALSE,0
58,7,22.18,TRUE,0
59,7,2,FALSE,0
60,7,16.95,FALSE,0
61,7,18.87,TRUE,0
62,7,16.52,FALSE,0
63,7,12.2,FALSE,0
64,7,15.56,FALSE,0
65,7,22.03,TRUE,0
66,7,21.4,FALSE,0
67,7,18.03,FALSE,0
68,7,15.72,TRUE,0
69,7,15.97,FALSE,0
70,7,13.34,FALSE,0
71,7,2.35,FALSE,0
72,7,22.42,FALSE,0
73,7,13.62,TRUE,0
74,7,10.99,FALSE,0
75,7,21.26,FALSE,0
76,7,27.48,FALSE,0
77,7,18.74,FALSE,0
78,7,24.94,FALSE,0
79,7,6.43,FALSE,0
80,7,6.47,FALSE,0
1,8,24.01,TRUE,0
2,8,24.5,FALSE,0
3,8,23.9,FALSE,0
4,8,20.86,TRUE,0
5,8,7.83,FALSE,0
6,8,6.25,FALSE,0
7,8,12.78,FALSE,0
8,8,21.4,FALSE,0
9,8,7.7,TRUE,0
10,8,13.97,TRUE,0
11,8,7.18,FALSE,0
12,8,25.93,FALSE,0
13,8,4.2,FALSE,0
14,8,16.06,FALSE,0
15,8,9.16,FALSE,0
16,8,4.26,FALSE,0
17,8,3.08,TRUE,0
18,8,26.22,FALSE,0
19,8,25.35,FALSE,0
20,8,13.32,TRUE,0
21,8,3.97,FALSE,0
22,8,23.96,FALSE,0
23,8,12.71,FALSE,0
24,8,14,FALSE,0
25,8,11.87,FALSE,0
26,8,3.11,FALSE,0
27,8,15.1,FALSE,0
28,8,13.56,FALSE,0
29,8,22.31,FALSE,0
30,8,19.43,FALSE,0
31,8,8.19,TRUE,0
32,8,24.62,FALSE,0
33,8,7.87,FALSE,0
34,8,8.24,TRUE,0
35,8,29.01,FALSE,0
36,8,13.72,TRUE,0
37,8,3.81,FALSE,0
38,8,22.81,TRUE,0
39,8,18.72,TRUE,0
40,8,11.44,FALSE,0
41,8,22.74,FALSE,0
42,8,11.26,FALSE,0
43,8,13.79,TRUE,0
44,8,9.35,FALSE,0
45,8,22.3,TRUE,0
46,8,21.45,FALSE,0
47,8,21.86,FALSE,0
48,8,9.48,FALSE,0
49,8,16.72,FALSE,0
50,8,25.08,FALSE,0
51,8,25.09,FALSE,0
52,8,21.43,TRUE,0
53,8,10.43,FALSE,0
54,8,4.05,FALSE,0
55,8,3.22,TRUE,0
56,8,24.3,FALSE,0
57,8,11.45,TRUE,0
58,8,8.94,TRUE,0
59,8,25.27,TRUE,0
60,8,24.93,FALSE,0
61,8,2.14,FALSE,0
62,8,27.23,FALSE,0
63,8,7.47,FALSE,0
64,8,16.72,FALSE,0
65,8,13.01,TRUE,0
66,8,27.65,FALSE,0
67,8,13.45,FALSE,0
68,8,3.1,TRUE,0
69,8,12.07,FALSE,0
70,8,19.61,FALSE,0
71,8,12.18,FALSE,0
72,8,15.86,FALSE,0
73,8,13.12,FALSE,0
74,8,11.91,TRUE,0
75,8,24.23,TRUE,0
76,8,16.19,TRUE,0
77,8,7.77,FALSE,0
78,8,19.04,FALSE,0
79,8,23.94,FALSE,0
80,8,20.03,FALSE,0
