price,oracle_expected_demand,oracle_constrained_sales,oracle_expected_profit,oracle_optimal_price,oracle_optimal_profit,is_oracle_optimal
11.5,17.42253000853914,17.42253000853914,113.24644505550441,35,355.82005970239555,FALSE
11.75,17.304886604391537,17.304886604391537,116.80798457964288,35,355.82005970239555,FALSE
12,17.191887921136136,17.191887921136136,120.34321544795296,35,355.82005970239555,FALSE
12.25,17.083177065235688,17.083177065235688,123.85303372295874,35,355.82005970239555,FALSE
12.5,16.978428277278564,16.978428277278564,127.33821207958923,35,355.82005970239555,FALSE
12.75,16.877344415651855,16.877344415651855,130.7994192213019,35,355.82005970239555,FALSE
13,16.779654585559317,16.779654585559317,134.23723668447454,35,355.82005970239555,FALSE
13.25,16.685111909359513,16.685111909359513,137.652173252216,35,355.82005970239555,FALSE
13.5,16.59349143538533,16.59349143538533,141.0446772007753,35,355.82005970239555,FALSE
13.75,16.504588182913597,16.504588182913597,144.41514660049398,35,355.82005970239555,FALSE
14,16.418215320929466,16.418215320929466,147.7639378883652,35,355.82005970239555,FALSE
14.25,16.334202477931626,16.334202477931626,151.09137292086754,35,355.82005970239555,FALSE
14.5,16.252394179396347,16.252394179396347,154.3977447042653,35,355.82005970239555,FALSE
14.75,16.172648408789332,16.172648408789332,157.68332198569598,35,355.82005970239555,FALSE
15,16.094835287282955,16.094835287282955,160.94835287282956,35,355.82005970239555,FALSE
15.25,16.018835866677186,16.018835866677186,164.19306763344116,35,355.82005970239555,FALSE
15.5,15.944541029483291,15.944541029483291,167.41768080957456,35,355.82005970239555,FALSE
15.75,15.871850489736167,15.871850489736167,170.6223927646638,35,355.82005970239555,FALSE
16,15.800671887863118,15.800671887863118,173.80739076649428,35,355.82005970239555,FALSE
16.25,15.73091997284825,15.73091997284825,176.97284969454282,35,355.82005970239555,FALSE
16.5,15.662515864979536,15.662515864979536,180.11893244726465,35,355.82005970239555,FALSE
16.75,15.59538639262813,15.59538639262813,183.24579011338054,35,355.82005970239555,FALSE
17,15.529463496765995,15.529463496765995,186.35356196119193,35,355.82005970239555,FALSE
17.25,15.464683697252804,15.464683697252804,189.44237529134685,35,355.82005970239555,FALSE
17.5,15.400987615295854,15.400987615295854,192.51234519119816,35,355.82005970239555,FALSE
17.75,15.338319546885884,15.338319546885884,195.563574222795,35,355.82005970239555,FALSE
18,15.276627082421255,15.276627082421255,198.59615207147633,35,355.82005970239555,FALSE
18.25,15.215860768138166,15.215860768138166,201.6101551778307,35,355.82005970239555,FALSE
18.5,15.155973805354886,15.155973805354886,204.60564637229098,35,355.82005970239555,FALSE
18.75,15.096921783906524,15.096921783906524,207.5826745287147,35,355.82005970239555,FALSE
19,15.038662446486862,15.038662446486862,210.54127425081606,35,355.82005970239555,FALSE
19.25,14.981155480925052,14.981155480925052,213.481465603182,35,355.82005970239555,FALSE
19.5,14.924362337704052,14.924362337704052,216.40325389670875,35,355.82005970239555,FALSE
19.75,14.86824607027773,14.86824607027773,219.30662953659652,35,355.82005970239555,FALSE
20,14.81277119596439,14.81277119596439,222.19156793946584,35,355.82005970239555,FALSE
20.25,14.757903575389578,14.757903575389578,225.05802952469108,35,355.82005970239555,FALSE
20.5,14.703610308623418,14.703610308623418,227.90595978366298,35,355.82005970239555,FALSE
20.75,14.649859646308922,14.649859646308922,230.73528942936554,35,355.82005970239555,FALSE
21,14.596620914213332,14.596620914213332,233.54593462741332,35,355.82005970239555,FALSE
21.25,14.543864449754217,14.543864449754217,236.33779730850603,35,355.82005970239555,FALSE
21.5,14.491561549161387,14.491561549161387,239.11076556116288,35,355.82005970239555,FALSE
21.75,14.439684424034677,14.439684424034677,241.86471410258085,35,355.82005970239555,FALSE
22,14.388206166149208,14.388206166149208,244.59950482453655,35,355.82005970239555,FALSE
22.25,14.337100719445447,14.337100719445447,247.31498741043396,35,355.82005970239555,FALSE
22.5,14.28634285822192,14.28634285822192,250.0110000188836,35,355.82005970239555,FALSE
22.75,14.235908170625141,14.235908170625141,252.68737002859626,35,355.82005970239555,FALSE
23,14.18577304660466,14.18577304660466,255.3439148388839,35,355.82005970239555,FALSE
23.25,14.135914669571505,14.135914669571505,257.98044271967996,35,355.82005970239555,FALSE
23.5,14.086311011066016,14.086311011066016,260.5967537047213,35,355.82005970239555,FALSE
23.75,14.036940827805976,14.036940827805976,263.1926405213621,35,355.82005970239555,FALSE
24,13.987783660548677,13.987783660548677,265.76788955042485,35,355.82005970239555,FALSE
24.25,13.938819834259895,13.938819834259895,268.322281809503,35,355.82005970239555,FALSE
24.5,13.890030459140004,13.890030459140004,270.8555939532301,35,355.82005970239555,FALSE
24.75,13.84139743211108,13.84139743211108,273.36759928419383,35,355.82005970239555,FALSE
25,13.79290343842005,13.79290343842005,275.858068768401,35,355.82005970239555,FALSE
25.25,13.744531953060154,13.744531953060154,278.3267720494681,35,355.82005970239555,FALSE
25.5,13.696267241757937,13.696267241757937,280.7734784560377,35,355.82005970239555,FALSE
25.75,13.648094361313447,13.648094361313447,283.19795799725404,35,355.82005970239555,FALSE
26,13.599999159119605,13.599999159119605,285.5999823415117,35,355.82005970239555,FALSE
26.25,13.551968271720789,13.551968271720789,287.97932577406675,35,355.82005970239555,FALSE
26.5,13.503989122302015,13.503989122302015,290.3357661294933,35,355.82005970239555,FALSE
26.75,13.456049917028048,13.456049917028048,292.66908569536,35,355.82005970239555,FALSE
27,13.40813964017697,13.40813964017697,294.97907208389336,35,355.82005970239555,FALSE
27.25,13.360248048034604,13.360248048034604,297.26551906876995,35,355.82005970239555,FALSE
27.5,13.31236566153584,13.31236566153584,299.5282273845564,35,355.82005970239555,FALSE
27.75,13.264483757655569,13.264483757655569,301.7670054866642,35,355.82005970239555,FALSE
28,13.216594359566617,13.216594359566617,303.98167027003217,35,355.82005970239555,FALSE
28.25,13.168690225594235,13.168690225594235,306.172047745066,35,355.82005970239555,FALSE
28.5,13.12076483700719,13.12076483700719,308.33797366966894,35,355.82005970239555,FALSE
28.75,13.072812384693986,13.072812384693986,310.47929413648217,35,355.82005970239555,FALSE
29,13.024827754779709,13.024827754779709,312.59586611471303,35,355.82005970239555,FALSE
29.25,12.976806513244496,12.976806513244496,314.687557946179,35,355.82005970239555,FALSE
29.5,12.928744889608925,12.928744889608925,316.7542497954187,35,355.82005970239555,FALSE
29.75,12.880639759754724,12.880639759754724,318.7958340539294,35,355.82005970239555,FALSE
30,12.832488627951323,12.832488627951323,320.81221569878306,35,355.82005970239555,FALSE
30.25,12.784289608160117,12.784289608160117,322.80331260604294,35,355.82005970239555,FALSE
30.5,12.736041404688978,12.736041404688978,324.7690558195689,35,355.82005970239555,FALSE
30.75,12.687743292269372,12.687743292269372,326.70938977593636,35,355.82005970239555,FALSE
31,12.6393950956281,12.6393950956281,328.6242724863306,35,355.82005970239555,FALSE
31.25,12.590997168624442,12.590997168624442,330.5136756763916,35,355.82005970239555,FALSE
31.5,12.542550373022527,12.542550373022527,332.37758488509695,35,355.82005970239555,FALSE
31.75,12.494056056966585,12.494056056966585,334.21599952385617,35,355.82005970239555,FALSE
32,12.445516033225443,12.445516033225443,336.028932897087,35,355.82005970239555,FALSE
32.25,12.396932557270002,12.396932557270002,337.81641218560753,35,355.82005970239555,FALSE
32.5,12.348308305245675,12.348308305245675,339.5784783942561,35,355.82005970239555,FALSE
32.75,12.299646351898902,12.299646351898902,341.31518626519454,35,355.82005970239555,FALSE
33,12.250950148514907,12.250950148514907,343.0266041584174,35,355.82005970239555,FALSE
33.25,12.202223500920958,12.202223500920958,344.71281390101706,35,355.82005970239555,FALSE
33.5,12.153470547606926,12.153470547606926,346.3739106067974,35,355.82005970239555,FALSE
33.75,12.104695738012353,12.104695738012353,348.01000246785514,35,355.82005970239555,FALSE
34,12.055903811026608,12.055903811026608,349.62121051977164,35,355.82005970239555,FALSE
34.25,12.007099773745852,12.007099773745852,351.2076683820662,35,355.82005970239555,FALSE
34.5,11.958288880528146,11.958288880528146,352.7695219755803,35,355.82005970239555,FALSE
34.75,11.90947661238518,11.90947661238518,354.3069292184591,35,355.82005970239555,FALSE
35,11.860668656746519,11.860668656746519,355.82005970239555,35,355.82005970239555,TRUE
