customer_id,offer_id,offered_price,promotion_active,purchase
28,3,10.52,FALSE,0
29,3,8.32,TRUE,0
30,3,18.14,FALSE,0
31,3,27.82,FALSE,0
32,3,22.68,TRUE,0
33,3,7.37,TRUE,0
34,3,20.38,FALSE,0
35,3,6.93,FALSE,0
36,3,14.47,FALSE,0
37,3,18.52,FALSE,0
38,3,7.56,FALSE,0
39,3,25.69,FALSE,1
40,3,19.54,FALSE,0
41,3,14.43,FALSE,0
42,3,6.79,FALSE,0
43,3,26.12,FALSE,0
44,3,6.04,FALSE,0
45,3,24.4,FALSE,0
46,3,11.3,FALSE,0
47,3,22.72,TRUE,0
48,3,24.92,FALSE,0
49,3,9.2,TRUE,0
50,3,14.6,FALSE,0
1,4,15.85,FALSE,0
2,4,15.98,FALSE,1
3,4,13.46,FALSE,0
4,4,28.45,FALSE,0
5,4,12.81,FALSE,0
6,4,27.95,TRUE,0
7,4,22.23,FALSE,1
8,4,2.91,FALSE,1
9,4,6.95,TRUE,1
10,4,8.59,FALSE,0
11,4,16.55,FALSE,0
12,4,26.38,FALSE,0
13,4,23.05,FALSE,0
14,4,9.58,FALSE,0
15,4,2.22,FALSE,0
16,4,17.76,FALSE,0
17,4,12.32,FALSE,1
18,4,14.8,FALSE,0
19,4,13.04,TRUE,0
20,4,22.13,TRUE,0
21,4,7.86,TRUE,0
22,4,15.56,TRUE,0
23,4,7.18,FALSE,1
24,4,25.96,FALSE,0
25,4,18.61,TRUE,0
26,4,3.62,FALSE,0
27,4,22.21,FALSE,0
28,4,4.11,FALSE,0
29,4,15.32,FALSE,0
30,4,4.95,FALSE,0
31,4,19.82,TRUE,0
32,4,10.71,FALSE,0
33,4,27.25,FALSE,0
34,4,24.43,FALSE,0
35,4,19.48,FALSE,0
36,4,3.42,FALSE,0
37,4,4.74,FALSE,0
38,4,26.96,FALSE,0
39,4,15.39,FALSE,1
40,4,5.24,FALSE,1
41,4,5.63,FALSE,0
42,4,28.9,FALSE,0
43,4,23.55,FALSE,0
44,4,25.53,FALSE,0
45,4,23.11,FALSE,1
46,4,4.88,FALSE,0
47,4,12.64,FALSE,0
48,4,9.98,FALSE,0
49,4,3.41,FALSE,1
50,4,25.95,FALSE,0
1,5,19.49,FALSE,0
2,5,18.37,FALSE,1
3,5,20.34,FALSE,0
4,5,6.21,FALSE,1
5,5,27.43,TRUE,0
6,5,20.84,FALSE,0
7,5,23.29,FALSE,1
8,5,2.62,FALSE,0
9,5,12.2,FALSE,1
10,5,11.8,FALSE,1
11,5,26.26,FALSE,0
12,5,25.6,TRUE,0
13,5,14.45,FALSE,0
14,5,7.16,TRUE,1
15,5,24.12,FALSE,0
16,5,3.14,FALSE,0
17,5,8.15,TRUE,0
18,5,2.91,FALSE,0
19,5,17.42,FALSE,0
20,5,23.48,FALSE,0
21,5,4.65,FALSE,0
22,5,20.86,FALSE,0
23,5,11.75,FALSE,0
24,5,13.98,FALSE,1
25,5,5.17,FALSE,0
26,5,18.43,FALSE,0
27,5,24.11,FALSE,0
28,5,4.69,FALSE,0
29,5,17.92,FALSE,0
30,5,24.56,FALSE,0
31,5,25.01,FALSE,0
32,5,20.1,FALSE,0
33,5,8.2,FALSE,0
34,5,17.4,FALSE,0
35,5,29.92,FALSE,0
36,5,4.59,FALSE,0
37,5,19.99,FALSE,0
38,5,7.01,TRUE,0
39,5,10.36,FALSE,1
40,5,18.5,FALSE,1
41,5,21.62,FALSE,0
42,5,21.09,TRUE,0
43,5,27.02,FALSE,0
44,5,10.11,FALSE,0
45,5,11.34,FALSE,0
46,5,18.88,FALSE,0
47,5,16.46,TRUE,0
48,5,25.41,FALSE,0
49,5,16.18,FALSE,0
50,5,9.02,FALSE,0
1,6,25.12,FALSE,0
2,6,24.64,FALSE,1
3,6,6.84,FALSE,0
4,6,12.04,TRUE,0
5,6,25.36,FALSE,0
6,6,19.46,FALSE,0
7,6,8.98,FALSE,1
8,6,2.95,FALSE,0
9,6,22.52,FALSE,1
10,6,7.97,FALSE,1
11,6,21.47,FALSE,0
12,6,9.29,TRUE,0
13,6,21.04,TRUE,0
14,6,9.08,FALSE,0
15,6,7.57,FALSE,0
16,6,15.55,FALSE,0
17,6,23.78,FALSE,0
18,6,9.04,FALSE,0
19,6,29.56,TRUE,0
20,6,25.59,FALSE,0
21,6,21.04,TRUE,0
22,6,22.75,FALSE,0
23,6,12.63,FALSE,0
24,6,26.03,TRUE,0
25,6,16.85,FALSE,0
26,6,11.56,FALSE,0
27,6,25.73,FALSE,0
28,6,20.68,FALSE,0
29,6,25.17,FALSE,0
30,6,13.65,FALSE,0
31,6,24.98,FALSE,0
32,6,9.04,FALSE,0
33,6,23.81,FALSE,0
34,6,23.77,FALSE,0
35,6,4.77,FALSE,0
36,6,12.7,FALSE,0
37,6,8.54,FALSE,0
38,6,25.53,FALSE,0
39,6,14.65,FALSE,1
40,6,17.11,TRUE,1
41,6,14.3,FALSE,0
42,6,19.54,TRUE,0
43,6,12.17,FALSE,0
44,6,3.91,FALSE,0
45,6,13.84,FALSE,1
46,6,29.79,FALSE,0
47,6,27.38,TRUE,0
48,6,28.27,TRUE,0
49,6,18.17,FALSE,0
50,6,28.09,TRUE,0
1,7,18.7,TRUE,0
2,7,11.38,FALSE,1
3,7,22.48,FALSE,0
4,7,21.41,FALSE,0
5,7,7.26,FALSE,0
6,7,25.68,TRUE,0
7,7,25.93,FALSE,0
8,7,19.19,FALSE,0
9,7,5.96,FALSE,1
10,7,14.04,FALSE,1
11,7,26.28,FALSE,0
12,7,8.46,FALSE,0
13,7,17.93,FALSE,0
14,7,10.6,FALSE,0
15,7,24.77,TRUE,0
16,7,6.67,FALSE,0
17,7,9.38,FALSE,0
18,7,2.51,FALSE,0
19,7,29.74,TRUE,0
20,7,27.99,TRUE,0
21,7,11.52,FALSE,0
22,7,13.11,FALSE,0
23,7,21.09,TRUE,0
24,7,7.5,TRUE,0
25,7,10.77,TRUE,0
26,7,2.79,FALSE,0
27,7,23.46,FALSE,0
28,7,19.95,FALSE,0
29,7,22.22,TRUE,0
30,7,5.46,FALSE,0
31,7,28.34,FALSE,0
32,7,3.43,FALSE,0
33,7,24.41,FALSE,0
34,7,10.75,FALSE,1
35,7,11.07,TRUE,0
36,7,19.95,FALSE,0
37,7,13.94,FALSE,0
38,7,29.22,TRUE,0
39,7,23.15,TRUE,1
40,7,10.81,FALSE,1
41,7,12.35,TRUE,0
42,7,20.43,FALSE,0
43,7,22.05,FALSE,0
44,7,10.59,FALSE,0
45,7,18.33,FALSE,0
46,7,10.13,FALSE,0
47,7,5.34,TRUE,0
48,7,6.69,TRUE,0
49,7,14.51,FALSE,0
50,7,17.82,FALSE,0
1,8,18.14,FALSE,0
2,8,10.81,TRUE,1
3,8,27.14,FALSE,0
4,8,14.68,FALSE,0
5,8,23.4,TRUE,0
6,8,28.28,FALSE,0
7,8,24.09,FALSE,1
8,8,5.33,TRUE,0
9,8,19.36,FALSE,1
10,8,23.53,FALSE,0
11,8,29.17,FALSE,0
12,8,28.77,FALSE,0
13,8,9.71,FALSE,0
14,8,17.97,TRUE,0
15,8,5.89,FALSE,0
16,8,28.42,FALSE,0
17,8,15.93,TRUE,0
18,8,19.22,FALSE,0
19,8,9.51,TRUE,0
20,8,24.23,FALSE,0
21,8,29,TRUE,0
22,8,18.78,FALSE,0
23,8,8.39,FALSE,1
24,8,11.64,FALSE,1
25,8,5.38,TRUE,0
26,8,6.88,FALSE,0
27,8,27.24,FALSE,0
28,8,16.85,FALSE,0
29,8,7.63,FALSE,0
30,8,7.39,TRUE,0
31,8,27.17,FALSE,0
32,8,3.42,FALSE,0
33,8,18.22,FALSE,0
34,8,6.11,FALSE,0
35,8,14.27,TRUE,0
36,8,5.24,FALSE,0
37,8,18.51,FALSE,0
38,8,17.86,FALSE,0
39,8,3.87,FALSE,1
40,8,23.41,FALSE,0
41,8,15.88,FALSE,0
42,8,16.49,FALSE,0
43,8,11.04,FALSE,0
44,8,22.88,FALSE,0
45,8,2.68,FALSE,1
46,8,16.37,FALSE,0
47,8,24.02,FALSE,0
48,8,18.89,TRUE,0
49,8,4.42,FALSE,0
50,8,26.72,TRUE,0
